Id,y
10000,-66.00242349023114
10001,451.40650440115235
10002,-461.6764170602969
10003,40.50120875372597
10004,-126.74472245403828
10005,-342.5345518192554
10006,-396.5555421135889
10007,335.5412790790866
10008,-99.51242087062505
10009,304.8125398062754
10010,68.89453048978675
10011,412.36919545591115
10012,54.94237102476806
10013,-17.005550754781726
10014,-597.84995757226
10015,443.5022887864131
10016,144.77448697804044
10017,-57.4111636725386
10018,134.38782757746583
10019,-108.98377598910848
10020,153.8248284250675
10021,611.7359836022018
10022,588.3896503384242
10023,-131.0167999580203
10024,-61.135621141228384
10025,-374.2484953169703
10026,74.15799307965467
10027,137.4383787361043
10028,420.0866117967895
10029,196.76562571344596
10030,268.4428498005362
10031,638.47491025111
10032,127.37873138691717
10033,1.3491187583986615
10034,22.71045317740514
10035,342.23953452256524
10036,307.70396697416965
10037,348.13820870094
10038,-168.6528613073562
10039,-20.221130904618978
10040,-551.7499275731079
10041,-429.9718040667395
10042,261.8919587067444
10043,389.8204261292194
10044,-96.16562227356641
10045,-210.71080125632736
10046,278.88186878401103
10047,-427.453301031048
10048,-172.9032529175716
10049,467.26437835578395
10050,-631.5587355874375
10051,-355.5316593381759
10052,143.17327553860525
10053,69.19920259894215
10054,275.58827397672655
10055,-263.1886122041037
10056,167.49830723241163
10057,104.57789589013936
10058,230.07008661007774
10059,20.988026644578664
10060,-4.822581262502959
10061,-201.92294081063793
10062,560.0639265657701
10063,55.288476252448994
10064,671.3015746918306
10065,-493.74873828522897
10066,-279.3530367325923
10067,-53.712527613144694
10068,379.698195500978
10069,315.07141085798503
10070,169.13001732614234
10071,-271.5993032690086
10072,783.8022226750309
10073,44.57731151554956
10074,57.40678005457921
10075,-161.07827414306846
10076,-220.66957847885715
10077,223.24129442929257
10078,352.6655955437585
10079,13.163291366265588
10080,-461.99414698573025
10081,305.372146691425
10082,-230.59656173860782
10083,359.07444324254277
10084,-430.26056337591774
10085,-115.54882205546376
10086,-88.96006387867162
10087,-488.29018980804136
10088,-139.3503385471365
10089,57.338808108526486
10090,-190.33624272166497
10091,-6.5080929148262445
10092,189.29107774701606
10093,346.60367818565453
10094,871.6273206485913
10095,-147.01353738653836
10096,443.48993777943025
10097,-30.498432974439996
10098,185.4634575344577
10099,-119.91717151732857
10100,43.57523800180913
10101,58.31857155224308
10102,-197.15246829839967
10103,-70.47160678841234
10104,-342.8460532886661
10105,-29.233589873716316
10106,49.52292929610508
10107,-16.246144137910473
10108,33.77506926160664
10109,-68.88307748324182
10110,25.863399493694306
10111,-617.3142842716954
10112,-185.9044130119491
10113,323.7831061093879
10114,-35.662195722127
10115,-733.5297711613845
10116,-240.73856264735895
10117,-381.97314662424725
10118,75.31994462169564
10119,36.61032645911502
10120,-28.756270225025997
10121,-481.1606279685922
10122,408.85023042298906
10123,-765.0217471991642
10124,178.07269651637182
10125,-7.649879385670703
10126,134.79684623375957
10127,-477.4585142128682
10128,-248.70625301323608
10129,-361.8846572238612
10130,-18.755611748552962
10131,7.795604374435873
10132,-109.10598972538338
10133,-63.07374524219382
10134,591.8231837349158
10135,259.6126336966291
10136,-279.8658320087666
10137,93.22535940051839
10138,-427.2873154191361
10139,84.38656633089863
10140,-311.5446306441582
10141,11.419268612559426
10142,-297.83146842358354
10143,-331.9289709686432
10144,656.0132305257303
10145,-476.66268136505516
10146,361.1940451337713
10147,-150.18526861192103
10148,299.9467190243253
10149,-191.72143219270396
10150,151.94999511612167
10151,-64.67275781576777
10152,351.24486163063136
10153,-370.63644575627313
10154,349.22498178611386
10155,273.5246096168013
10156,783.1971843196854
10157,-124.23788973573835
10158,-155.22004432990713
10159,-506.95564938641144
10160,201.69321238561895
10161,-415.17405715963787
10162,-348.16510516956566
10163,-201.9522410868126
10164,-658.9504470533382
10165,179.34640168171515
10166,124.06925816168774
10167,-209.1502535520172
10168,213.70513477400456
10169,-82.11721023809059
10170,-97.11026989727313
10171,124.26800574647771
10172,50.28991565714704
10173,538.7439592813375
10174,630.017534554336
10175,217.25927782654315
10176,-491.73374132670983
10177,-131.14175113883798
10178,362.39302241729285
10179,-14.363038055407424
10180,-30.261757361677166
10181,-107.3235807673006
10182,-334.0625929296713
10183,299.5063996464306
10184,-103.47221484505522
10185,179.82049946719343
10186,122.20070887900718
10187,86.58037161690822
10188,386.48256056699313
10189,-613.3611745045818
10190,-269.81638738345873
10191,260.7314512622839
10192,-44.62016128042654
10193,-159.15717576416836
10194,-145.24559879357605
10195,447.22821487599765
10196,476.3569859695899
10197,121.7942134532704
10198,-1.5356790561085583
10199,410.744096538779
